Model,ROUGE-1 r,ROUGE-1 p,ROUGE-1 f,ROUGE-2 r,ROUGE-2 p,ROUGE-2 f,ROUGE-L r,ROUGE-L p,ROUGE-L f
MambaCausalLM,0.3836,0.1706,0.2216,0.2134,0.0868,0.1169,0.3314,0.1428,0.1875
