Model,ROUGE-1 r,ROUGE-1 p,ROUGE-1 f,ROUGE-2 r,ROUGE-2 p,ROUGE-2 f,ROUGE-L r,ROUGE-L p,ROUGE-L f
MambaLMHead,0.2735,0.0701,0.1118,0.0369,0.0072,0.0122,0.2456,0.0614,0.0954
